150 -7.44682 -4.94682 8.94014
151 -7.44682 -6.44682 9.8497
152 -7.05859 -7.8957 10.5908
153 -6.30859 -9.19474 11.1509
154 -5.24793 -10.2554 11.5202
155 -3.94889 -11.0054 11.6924
156 -2.5 -11.3936 11.6647
157 -1 -11.3936 11.4374
158 0.448889 -11.0054 11.0146
159 1.74793 -10.2554 10.4033
160 2.80859 -9.19474 9.61413
161 3.55859 -7.8957 8.66058
162 3.94682 -6.44682 7.55902
163 3.94682 -4.94682 6.32838
164 3.55859 -3.49793 4.98989
165 2.80859 -2.19889 3.56697
166 1.74793 -1.13823 2.08586
167 0.448889 -0.388229 0.593483
168 -1 1.27676e-14 1
169 -2.5 1.29513e-14 2.5
170 -3.94889 -0.388229 3.96793
171 -5.24793 -1.13823 5.36994
172 -6.30859 -2.19889 6.68082
173 -7.05859 -3.49793 7.87776
174 -7.44682 -4.94682 8.94014
175 -7.44682 -6.44682 9.8497
176 -7.05859 -7.8957 10.5908
177 -6.30859 -9.19474 11.1509
178 -5.24793 -10.2554 11.5202
179 -3.94889 -11.0054 11.6924
180 -2.5 -11.3936 11.6647
181 -1 -11.3936 11.4374
182 0.448889 -11.0054 11.0146
183 1.74793 -10.2554 10.4033
184 2.80859 -9.19474 9.61413
185 3.55859 -7.8957 8.66058
186 3.94682 -6.44682 7.55902
187 3.94682 -4.94682 6.32838
188 3.55859 -3.49793 4.98989
189 2.80859 -2.19889 3.56697
190 1.74793 -1.13823 2.08586
191 0.448889 -0.388229 0.593483
192 -1 1.45439e-14 1
193 -2.5 1.47276e-14 2.5
194 -3.94889 -0.388229 3.96793
195 -5.24793 -1.13823 5.36994
196 -6.30859 -2.19889 6.68082
197 -7.05859 -3.49793 7.87776
198 -7.44682 -4.94682 8.94014
199 -7.44682 -6.44682 9.8497
